               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  73,            0.036887,            0.012298,                   0,             0.93712,             0.79846,             0.88791,             0.34804,            0.043147,            0.011639,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.038576,            0.012881,                   0,             0.84985,             0.85915,             0.87907,              0.3527,            0.043957,            0.011569,                   0,            0.002773,            0.002773,            0.002773
                  75,             0.03807,             0.01259,                   0,             0.83785,             0.83036,             0.85867,             0.33981,            0.045238,            0.011447,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.035917,            0.012671,                   0,             0.83637,             0.82143,             0.86975,             0.35426,            0.044666,            0.011437,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.036957,             0.01232,                   0,             0.88925,             0.83929,               0.888,             0.35144,            0.044042,             0.01153,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.035768,            0.012659,                   0,             0.86648,             0.81118,             0.87571,             0.36171,            0.043743,            0.011541,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.035375,            0.012448,                   0,             0.81341,             0.83036,             0.86758,             0.35265,            0.043775,            0.011541,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.034599,            0.012109,                   0,             0.92149,             0.71429,             0.84678,               0.337,            0.044569,            0.011643,                   0,            0.002179,            0.002179,            0.002179
                  81,            0.035141,            0.012405,                   0,             0.91946,             0.71352,             0.82537,             0.32908,            0.045002,            0.011624,                   0,             0.00208,             0.00208,             0.00208
                  82,            0.034627,            0.012866,                   0,             0.95344,             0.73135,             0.85078,             0.34488,            0.044488,            0.011549,                   0,            0.001981,            0.001981,            0.001981
                  83,            0.034905,             0.01238,                   0,             0.92125,             0.73113,             0.84149,             0.34348,            0.044134,            0.011519,                   0,            0.001882,            0.001882,            0.001882
                  84,            0.034214,            0.012616,                   0,             0.93263,             0.74158,             0.85888,              0.3346,            0.044567,             0.01159,                   0,            0.001783,            0.001783,            0.001783
                  85,            0.034508,            0.011645,                   0,             0.85245,             0.82536,             0.87844,              0.3539,            0.044875,            0.011466,                   0,            0.001684,            0.001684,            0.001684
                  86,            0.035164,            0.011414,                   0,             0.90536,             0.80357,             0.88737,             0.35947,            0.043235,            0.011536,                   0,            0.001585,            0.001585,            0.001585
                  87,             0.03539,            0.012603,                   0,             0.86559,             0.77679,             0.86258,             0.34508,            0.044072,            0.011504,                   0,            0.001486,            0.001486,            0.001486
                  88,             0.03407,            0.012353,                   0,             0.90948,             0.74107,             0.85881,             0.34323,            0.044504,            0.011482,                   0,            0.001387,            0.001387,            0.001387
                  89,              0.0335,            0.012524,                   0,             0.90265,             0.74515,             0.84218,             0.34747,            0.044126,             0.01159,                   0,            0.001288,            0.001288,            0.001288
                  90,            0.033232,             0.01262,                   0,             0.92786,             0.76786,             0.87074,             0.35646,            0.043816,            0.011618,                   0,            0.001189,            0.001189,            0.001189
                  91,            0.032711,            0.011863,                   0,             0.92152,             0.75893,             0.86393,             0.34647,            0.044903,             0.01153,                   0,             0.00109,             0.00109,             0.00109
                  92,            0.032654,            0.012165,                   0,             0.96213,             0.75893,             0.87213,             0.35603,            0.044924,            0.011471,                   0,            0.000991,            0.000991,            0.000991
                  93,            0.033357,            0.011853,                   0,             0.96613,             0.76403,              0.8972,             0.35108,            0.045036,            0.011416,                   0,            0.000892,            0.000892,            0.000892
                  94,            0.033001,             0.01209,                   0,             0.87797,             0.83514,             0.89078,             0.35897,            0.044266,            0.011453,                   0,            0.000793,            0.000793,            0.000793
                  95,            0.033692,            0.011884,                   0,             0.87606,             0.83036,             0.90061,              0.3555,            0.044467,            0.011519,                   0,            0.000694,            0.000694,            0.000694
                  96,            0.032553,            0.012758,                   0,             0.93749,             0.78571,             0.89877,             0.34607,             0.04488,            0.011558,                   0,            0.000595,            0.000595,            0.000595
                  97,            0.033178,            0.012447,                   0,             0.92741,             0.77679,             0.87903,             0.34473,            0.045043,            0.011569,                   0,            0.000496,            0.000496,            0.000496
                  98,            0.032181,            0.012002,                   0,             0.92453,             0.77679,             0.88318,             0.34895,            0.044591,            0.011593,                   0,            0.000397,            0.000397,            0.000397
                  99,            0.032073,            0.012115,                   0,             0.88751,             0.79464,             0.86695,             0.34716,            0.044563,            0.011601,                   0,            0.000298,            0.000298,            0.000298
